text,sentiment,cleaned_text
Working on a research study to achieve team collaboration.,ambivalence,working on a research study to achieve team collaboration
Trying out a photography walk to see how it goes.,effort,trying out a photography walk to see how it goes
Trying out a coding challenge to see how it goes.,curiosity,trying out a coding challenge to see how it goes
Joined a lecture to dive deeper into astronomy.,reflection,joined a lecture to dive deeper into astronomy
Trying out a photography walk to see how it goes.,effort,trying out a photography walk to see how it goes
Joined a meetup to dive deeper into astronomy.,ambivalence,joined a meetup to dive deeper into astronomy
Trying out a yoga session to see how it goes.,reflection,trying out a yoga session to see how it goes
Exploring a community center and learning about local history.,ambivalence,exploring a community center and learning about local history
Working on a volunteer project to achieve new insights.,reflection,working on a volunteer project to achieve new insights
Reflecting on music theory while doing a new hobby.,reflection,reflecting on music theory while doing a new hobby
Reflecting on local history while doing a coding challenge.,nostalgia,reflecting on local history while doing a coding challenge
Exploring a nature reserve and learning about astronomy.,nostalgia,exploring a nature reserve and learning about astronomy
Working on a design prototype to achieve team collaboration.,ambivalence,working on a design prototype to achieve team collaboration
Joined a art workshop to dive deeper into philosophy.,nostalgia,joined a art workshop to dive deeper into philosophy
Working on a school assignment to achieve personal growth.,calm,working on a school assignment to achieve personal growth
Reflecting on local history while doing a writing project.,curiosity,reflecting on local history while doing a writing project
Exploring a nature reserve and learning about philosophy.,curiosity,exploring a nature reserve and learning about philosophy
Reflecting on astronomy while doing a coding challenge.,nostalgia,reflecting on astronomy while doing a coding challenge
Joined a art workshop to dive deeper into local history.,ambivalence,joined a art workshop to dive deeper into local history
Working on a research study to achieve new insights.,reflection,working on a research study to achieve new insights
Exploring a new city and learning about philosophy.,curiosity,exploring a new city and learning about philosophy
Joined a book club to dive deeper into music theory.,nostalgia,joined a book club to dive deeper into music theory
Reflecting on local history while doing a coding challenge.,curiosity,reflecting on local history while doing a coding challenge
Trying out a coding challenge to see how it goes.,ambivalence,trying out a coding challenge to see how it goes
Joined a science fair to dive deeper into astronomy.,nostalgia,joined a science fair to dive deeper into astronomy
Working on a school assignment to achieve skill improvement.,effort,working on a school assignment to achieve skill improvement
Joined a book club to dive deeper into local history.,ambivalence,joined a book club to dive deeper into local history
Working on a volunteer project to achieve team collaboration.,effort,working on a volunteer project to achieve team collaboration
Joined a art workshop to dive deeper into local history.,reflection,joined a art workshop to dive deeper into local history
Reflecting on local history while doing a photography walk.,reflection,reflecting on local history while doing a photography walk
Exploring a tech expo and learning about sustainability.,calm,exploring a tech expo and learning about sustainability
Exploring a historical site and learning about philosophy.,curiosity,exploring a historical site and learning about philosophy
Reflecting on music theory while doing a new hobby.,nostalgia,reflecting on music theory while doing a new hobby
Joined a meetup to dive deeper into music theory.,ambivalence,joined a meetup to dive deeper into music theory
Exploring a new city and learning about philosophy.,calm,exploring a new city and learning about philosophy
Working on a design prototype to achieve better focus.,reflection,working on a design prototype to achieve better focus
Exploring a community center and learning about sustainability.,curiosity,exploring a community center and learning about sustainability
Joined a lecture to dive deeper into sustainability.,reflection,joined a lecture to dive deeper into sustainability
Joined a art workshop to dive deeper into local history.,effort,joined a art workshop to dive deeper into local history
Joined a art workshop to dive deeper into music theory.,reflection,joined a art workshop to dive deeper into music theory
Joined a meetup to dive deeper into philosophy.,ambivalence,joined a meetup to dive deeper into philosophy
Reflecting on philosophy while doing a photography walk.,reflection,reflecting on philosophy while doing a photography walk
Joined a science fair to dive deeper into local history.,reflection,joined a science fair to dive deeper into local history
Trying out a photography walk to see how it goes.,nostalgia,trying out a photography walk to see how it goes
Exploring a nature reserve and learning about philosophy.,effort,exploring a nature reserve and learning about philosophy
Working on a language lesson to achieve team collaboration.,ambivalence,working on a language lesson to achieve team collaboration
Reflecting on music theory while doing a yoga session.,neutral,reflecting on music theory while doing a yoga session
Joined a meetup to dive deeper into astronomy.,calm,joined a meetup to dive deeper into astronomy
Working on a language lesson to achieve better focus.,effort,working on a language lesson to achieve better focus
Joined a art workshop to dive deeper into music theory.,nostalgia,joined a art workshop to dive deeper into music theory
Working on a language lesson to achieve personal growth.,nostalgia,working on a language lesson to achieve personal growth
Exploring a community center and learning about local history.,nostalgia,exploring a community center and learning about local history
Trying out a coding challenge to see how it goes.,reflection,trying out a coding challenge to see how it goes
Working on a design prototype to achieve new insights.,neutral,working on a design prototype to achieve new insights
Working on a school assignment to achieve skill improvement.,ambivalence,working on a school assignment to achieve skill improvement
Joined a book club to dive deeper into local history.,calm,joined a book club to dive deeper into local history
Joined a book club to dive deeper into astronomy.,ambivalence,joined a book club to dive deeper into astronomy
Exploring a new city and learning about philosophy.,curiosity,exploring a new city and learning about philosophy
Exploring a new city and learning about philosophy.,reflection,exploring a new city and learning about philosophy
Reflecting on local history while doing a coding challenge.,reflection,reflecting on local history while doing a coding challenge
Reflecting on sustainability while doing a new hobby.,ambivalence,reflecting on sustainability while doing a new hobby
Trying out a coding challenge to see how it goes.,reflection,trying out a coding challenge to see how it goes
Joined a art workshop to dive deeper into local history.,neutral,joined a art workshop to dive deeper into local history
Trying out a photography walk to see how it goes.,nostalgia,trying out a photography walk to see how it goes
Joined a lecture to dive deeper into local history.,neutral,joined a lecture to dive deeper into local history
Reflecting on astronomy while doing a coding challenge.,ambivalence,reflecting on astronomy while doing a coding challenge
Reflecting on philosophy while doing a photography walk.,effort,reflecting on philosophy while doing a photography walk
Trying out a writing project to see how it goes.,ambivalence,trying out a writing project to see how it goes
Joined a meetup to dive deeper into philosophy.,calm,joined a meetup to dive deeper into philosophy
Exploring a tech expo and learning about philosophy.,neutral,exploring a tech expo and learning about philosophy
Trying out a new hobby to see how it goes.,curiosity,trying out a new hobby to see how it goes
Reflecting on philosophy while doing a new hobby.,neutral,reflecting on philosophy while doing a new hobby
Reflecting on astronomy while doing a writing project.,effort,reflecting on astronomy while doing a writing project
Trying out a coding challenge to see how it goes.,effort,trying out a coding challenge to see how it goes
Working on a research study to achieve new insights.,nostalgia,working on a research study to achieve new insights
Trying out a yoga session to see how it goes.,neutral,trying out a yoga session to see how it goes
Working on a school assignment to achieve better focus.,curiosity,working on a school assignment to achieve better focus
Joined a science fair to dive deeper into philosophy.,ambivalence,joined a science fair to dive deeper into philosophy
Exploring a tech expo and learning about local history.,calm,exploring a tech expo and learning about local history
Reflecting on sustainability while doing a new hobby.,nostalgia,reflecting on sustainability while doing a new hobby
Reflecting on astronomy while doing a coding challenge.,effort,reflecting on astronomy while doing a coding challenge
Working on a language lesson to achieve skill improvement.,neutral,working on a language lesson to achieve skill improvement
Joined a lecture to dive deeper into local history.,effort,joined a lecture to dive deeper into local history
Reflecting on music theory while doing a photography walk.,calm,reflecting on music theory while doing a photography walk
Exploring a tech expo and learning about local history.,nostalgia,exploring a tech expo and learning about local history
Working on a design prototype to achieve personal growth.,calm,working on a design prototype to achieve personal growth
Exploring a tech expo and learning about music theory.,neutral,exploring a tech expo and learning about music theory
Working on a design prototype to achieve personal growth.,curiosity,working on a design prototype to achieve personal growth
Exploring a historical site and learning about philosophy.,neutral,exploring a historical site and learning about philosophy
Joined a meetup to dive deeper into philosophy.,effort,joined a meetup to dive deeper into philosophy
Reflecting on sustainability while doing a writing project.,ambivalence,reflecting on sustainability while doing a writing project
Trying out a photography walk to see how it goes.,neutral,trying out a photography walk to see how it goes
Working on a research study to achieve personal growth.,reflection,working on a research study to achieve personal growth
Working on a school assignment to achieve personal growth.,ambivalence,working on a school assignment to achieve personal growth
Exploring a community center and learning about philosophy.,nostalgia,exploring a community center and learning about philosophy
Joined a meetup to dive deeper into music theory.,ambivalence,joined a meetup to dive deeper into music theory
Working on a school assignment to achieve skill improvement.,nostalgia,working on a school assignment to achieve skill improvement
Reflecting on music theory while doing a photography walk.,effort,reflecting on music theory while doing a photography walk
Reflecting on music theory while doing a new hobby.,ambivalence,reflecting on music theory while doing a new hobby
Trying out a new hobby to see how it goes.,reflection,trying out a new hobby to see how it goes
Joined a meetup to dive deeper into local history.,neutral,joined a meetup to dive deeper into local history
Joined a meetup to dive deeper into astronomy.,curiosity,joined a meetup to dive deeper into astronomy
Joined a science fair to dive deeper into sustainability.,nostalgia,joined a science fair to dive deeper into sustainability
Working on a research study to achieve skill improvement.,calm,working on a research study to achieve skill improvement
Working on a research study to achieve team collaboration.,calm,working on a research study to achieve team collaboration
Joined a meetup to dive deeper into music theory.,effort,joined a meetup to dive deeper into music theory
Reflecting on local history while doing a new hobby.,curiosity,reflecting on local history while doing a new hobby
Working on a school assignment to achieve new insights.,effort,working on a school assignment to achieve new insights
Exploring a community center and learning about sustainability.,calm,exploring a community center and learning about sustainability
Trying out a yoga session to see how it goes.,nostalgia,trying out a yoga session to see how it goes
Reflecting on sustainability while doing a new hobby.,reflection,reflecting on sustainability while doing a new hobby
Exploring a new city and learning about local history.,curiosity,exploring a new city and learning about local history
Reflecting on sustainability while doing a yoga session.,effort,reflecting on sustainability while doing a yoga session
Trying out a coding challenge to see how it goes.,calm,trying out a coding challenge to see how it goes
Reflecting on music theory while doing a yoga session.,nostalgia,reflecting on music theory while doing a yoga session
Working on a language lesson to achieve personal growth.,ambivalence,working on a language lesson to achieve personal growth
Exploring a new city and learning about sustainability.,effort,exploring a new city and learning about sustainability
Joined a book club to dive deeper into sustainability.,nostalgia,joined a book club to dive deeper into sustainability
Trying out a yoga session to see how it goes.,effort,trying out a yoga session to see how it goes
Working on a design prototype to achieve team collaboration.,ambivalence,working on a design prototype to achieve team collaboration
Exploring a nature reserve and learning about sustainability.,neutral,exploring a nature reserve and learning about sustainability
Working on a school assignment to achieve skill improvement.,calm,working on a school assignment to achieve skill improvement
Reflecting on sustainability while doing a yoga session.,calm,reflecting on sustainability while doing a yoga session
Reflecting on astronomy while doing a yoga session.,curiosity,reflecting on astronomy while doing a yoga session
Reflecting on music theory while doing a writing project.,ambivalence,reflecting on music theory while doing a writing project
Trying out a photography walk to see how it goes.,reflection,trying out a photography walk to see how it goes
Reflecting on local history while doing a photography walk.,nostalgia,reflecting on local history while doing a photography walk
Trying out a yoga session to see how it goes.,effort,trying out a yoga session to see how it goes
Exploring a nature reserve and learning about music theory.,curiosity,exploring a nature reserve and learning about music theory
Trying out a writing project to see how it goes.,calm,trying out a writing project to see how it goes
Joined a art workshop to dive deeper into astronomy.,effort,joined a art workshop to dive deeper into astronomy
Trying out a writing project to see how it goes.,nostalgia,trying out a writing project to see how it goes
Reflecting on local history while doing a yoga session.,nostalgia,reflecting on local history while doing a yoga session
Exploring a community center and learning about astronomy.,curiosity,exploring a community center and learning about astronomy
Reflecting on sustainability while doing a writing project.,effort,reflecting on sustainability while doing a writing project
Reflecting on music theory while doing a new hobby.,effort,reflecting on music theory while doing a new hobby
Working on a volunteer project to achieve new insights.,neutral,working on a volunteer project to achieve new insights
Reflecting on local history while doing a yoga session.,neutral,reflecting on local history while doing a yoga session
Trying out a writing project to see how it goes.,effort,trying out a writing project to see how it goes
Working on a school assignment to achieve better focus.,reflection,working on a school assignment to achieve better focus
Joined a book club to dive deeper into philosophy.,calm,joined a book club to dive deeper into philosophy
Reflecting on philosophy while doing a writing project.,neutral,reflecting on philosophy while doing a writing project
Reflecting on philosophy while doing a coding challenge.,reflection,reflecting on philosophy while doing a coding challenge
Trying out a coding challenge to see how it goes.,effort,trying out a coding challenge to see how it goes
Exploring a tech expo and learning about music theory.,reflection,exploring a tech expo and learning about music theory
Trying out a new hobby to see how it goes.,effort,trying out a new hobby to see how it goes
Working on a research study to achieve new insights.,ambivalence,working on a research study to achieve new insights
Trying out a new hobby to see how it goes.,ambivalence,trying out a new hobby to see how it goes
Exploring a new city and learning about sustainability.,reflection,exploring a new city and learning about sustainability
Working on a design prototype to achieve better focus.,neutral,working on a design prototype to achieve better focus
Exploring a community center and learning about local history.,curiosity,exploring a community center and learning about local history
Trying out a yoga session to see how it goes.,effort,trying out a yoga session to see how it goes
Trying out a yoga session to see how it goes.,reflection,trying out a yoga session to see how it goes
Trying out a yoga session to see how it goes.,ambivalence,trying out a yoga session to see how it goes
Exploring a nature reserve and learning about sustainability.,calm,exploring a nature reserve and learning about sustainability
Exploring a historical site and learning about sustainability.,neutral,exploring a historical site and learning about sustainability
Working on a language lesson to achieve skill improvement.,calm,working on a language lesson to achieve skill improvement
Working on a language lesson to achieve new insights.,curiosity,working on a language lesson to achieve new insights
Working on a research study to achieve personal growth.,effort,working on a research study to achieve personal growth
Reflecting on music theory while doing a yoga session.,calm,reflecting on music theory while doing a yoga session
Working on a design prototype to achieve new insights.,reflection,working on a design prototype to achieve new insights
Joined a science fair to dive deeper into philosophy.,nostalgia,joined a science fair to dive deeper into philosophy
Working on a volunteer project to achieve better focus.,calm,working on a volunteer project to achieve better focus
Exploring a historical site and learning about philosophy.,neutral,exploring a historical site and learning about philosophy
Reflecting on sustainability while doing a coding challenge.,curiosity,reflecting on sustainability while doing a coding challenge
Exploring a community center and learning about music theory.,neutral,exploring a community center and learning about music theory
Trying out a new hobby to see how it goes.,effort,trying out a new hobby to see how it goes
Trying out a photography walk to see how it goes.,neutral,trying out a photography walk to see how it goes
Reflecting on local history while doing a writing project.,nostalgia,reflecting on local history while doing a writing project
Working on a language lesson to achieve new insights.,reflection,working on a language lesson to achieve new insights
Exploring a new city and learning about astronomy.,curiosity,exploring a new city and learning about astronomy
Reflecting on philosophy while doing a photography walk.,nostalgia,reflecting on philosophy while doing a photography walk
Trying out a yoga session to see how it goes.,reflection,trying out a yoga session to see how it goes
Exploring a new city and learning about astronomy.,curiosity,exploring a new city and learning about astronomy
Working on a volunteer project to achieve better focus.,nostalgia,working on a volunteer project to achieve better focus
Reflecting on astronomy while doing a photography walk.,neutral,reflecting on astronomy while doing a photography walk
Reflecting on local history while doing a yoga session.,nostalgia,reflecting on local history while doing a yoga session
Working on a language lesson to achieve personal growth.,effort,working on a language lesson to achieve personal growth
Joined a art workshop to dive deeper into astronomy.,calm,joined a art workshop to dive deeper into astronomy
Trying out a coding challenge to see how it goes.,neutral,trying out a coding challenge to see how it goes
Exploring a new city and learning about local history.,nostalgia,exploring a new city and learning about local history
Reflecting on music theory while doing a yoga session.,ambivalence,reflecting on music theory while doing a yoga session
Working on a volunteer project to achieve personal growth.,curiosity,working on a volunteer project to achieve personal growth
Working on a volunteer project to achieve team collaboration.,reflection,working on a volunteer project to achieve team collaboration
Working on a language lesson to achieve skill improvement.,nostalgia,working on a language lesson to achieve skill improvement
Reflecting on philosophy while doing a new hobby.,nostalgia,reflecting on philosophy while doing a new hobby
Joined a book club to dive deeper into philosophy.,ambivalence,joined a book club to dive deeper into philosophy
Reflecting on music theory while doing a writing project.,reflection,reflecting on music theory while doing a writing project
Trying out a new hobby to see how it goes.,effort,trying out a new hobby to see how it goes
Reflecting on astronomy while doing a new hobby.,ambivalence,reflecting on astronomy while doing a new hobby
Trying out a new hobby to see how it goes.,ambivalence,trying out a new hobby to see how it goes
Trying out a new hobby to see how it goes.,curiosity,trying out a new hobby to see how it goes
Trying out a writing project to see how it goes.,calm,trying out a writing project to see how it goes
Reflecting on philosophy while doing a new hobby.,effort,reflecting on philosophy while doing a new hobby
Working on a design prototype to achieve new insights.,ambivalence,working on a design prototype to achieve new insights
Reflecting on philosophy while doing a photography walk.,effort,reflecting on philosophy while doing a photography walk
Exploring a new city and learning about astronomy.,effort,exploring a new city and learning about astronomy
Trying out a coding challenge to see how it goes.,reflection,trying out a coding challenge to see how it goes
Reflecting on music theory while doing a new hobby.,ambivalence,reflecting on music theory while doing a new hobby
Reflecting on sustainability while doing a new hobby.,neutral,reflecting on sustainability while doing a new hobby
Reflecting on astronomy while doing a photography walk.,calm,reflecting on astronomy while doing a photography walk
Exploring a historical site and learning about local history.,reflection,exploring a historical site and learning about local history
Exploring a new city and learning about sustainability.,nostalgia,exploring a new city and learning about sustainability
Trying out a photography walk to see how it goes.,ambivalence,trying out a photography walk to see how it goes
Joined a art workshop to dive deeper into astronomy.,calm,joined a art workshop to dive deeper into astronomy
Joined a science fair to dive deeper into music theory.,nostalgia,joined a science fair to dive deeper into music theory
Working on a research study to achieve personal growth.,effort,working on a research study to achieve personal growth
Exploring a new city and learning about music theory.,calm,exploring a new city and learning about music theory
Joined a lecture to dive deeper into music theory.,curiosity,joined a lecture to dive deeper into music theory
Joined a book club to dive deeper into local history.,curiosity,joined a book club to dive deeper into local history
Joined a book club to dive deeper into sustainability.,reflection,joined a book club to dive deeper into sustainability
Joined a meetup to dive deeper into philosophy.,nostalgia,joined a meetup to dive deeper into philosophy
Exploring a nature reserve and learning about local history.,neutral,exploring a nature reserve and learning about local history
Trying out a yoga session to see how it goes.,calm,trying out a yoga session to see how it goes
Exploring a nature reserve and learning about sustainability.,neutral,exploring a nature reserve and learning about sustainability
Working on a school assignment to achieve better focus.,calm,working on a school assignment to achieve better focus
Trying out a photography walk to see how it goes.,calm,trying out a photography walk to see how it goes
Exploring a historical site and learning about music theory.,neutral,exploring a historical site and learning about music theory
Working on a design prototype to achieve new insights.,ambivalence,working on a design prototype to achieve new insights
Exploring a new city and learning about local history.,ambivalence,exploring a new city and learning about local history
Working on a school assignment to achieve better focus.,nostalgia,working on a school assignment to achieve better focus
Working on a design prototype to achieve skill improvement.,reflection,working on a design prototype to achieve skill improvement
Joined a lecture to dive deeper into sustainability.,nostalgia,joined a lecture to dive deeper into sustainability
Joined a art workshop to dive deeper into philosophy.,reflection,joined a art workshop to dive deeper into philosophy
Exploring a tech expo and learning about music theory.,reflection,exploring a tech expo and learning about music theory
Trying out a new hobby to see how it goes.,neutral,trying out a new hobby to see how it goes
Exploring a community center and learning about astronomy.,calm,exploring a community center and learning about astronomy
Joined a science fair to dive deeper into sustainability.,nostalgia,joined a science fair to dive deeper into sustainability
Working on a volunteer project to achieve new insights.,nostalgia,working on a volunteer project to achieve new insights
Reflecting on astronomy while doing a new hobby.,neutral,reflecting on astronomy while doing a new hobby
Working on a research study to achieve personal growth.,calm,working on a research study to achieve personal growth
Joined a art workshop to dive deeper into music theory.,nostalgia,joined a art workshop to dive deeper into music theory
Joined a book club to dive deeper into music theory.,effort,joined a book club to dive deeper into music theory
Exploring a historical site and learning about sustainability.,calm,exploring a historical site and learning about sustainability
Working on a language lesson to achieve new insights.,neutral,working on a language lesson to achieve new insights
Joined a art workshop to dive deeper into local history.,neutral,joined a art workshop to dive deeper into local history
Trying out a new hobby to see how it goes.,effort,trying out a new hobby to see how it goes
Exploring a new city and learning about sustainability.,effort,exploring a new city and learning about sustainability
Trying out a writing project to see how it goes.,ambivalence,trying out a writing project to see how it goes
Joined a meetup to dive deeper into philosophy.,effort,joined a meetup to dive deeper into philosophy
Reflecting on philosophy while doing a writing project.,curiosity,reflecting on philosophy while doing a writing project
Joined a art workshop to dive deeper into music theory.,calm,joined a art workshop to dive deeper into music theory
Working on a school assignment to achieve new insights.,nostalgia,working on a school assignment to achieve new insights
Joined a book club to dive deeper into sustainability.,effort,joined a book club to dive deeper into sustainability
Trying out a coding challenge to see how it goes.,neutral,trying out a coding challenge to see how it goes
Exploring a historical site and learning about local history.,neutral,exploring a historical site and learning about local history
Joined a meetup to dive deeper into philosophy.,calm,joined a meetup to dive deeper into philosophy
Trying out a yoga session to see how it goes.,effort,trying out a yoga session to see how it goes
Working on a design prototype to achieve personal growth.,reflection,working on a design prototype to achieve personal growth
Working on a research study to achieve better focus.,neutral,working on a research study to achieve better focus
Exploring a tech expo and learning about local history.,curiosity,exploring a tech expo and learning about local history
Trying out a writing project to see how it goes.,effort,trying out a writing project to see how it goes
Trying out a photography walk to see how it goes.,curiosity,trying out a photography walk to see how it goes
Reflecting on astronomy while doing a photography walk.,calm,reflecting on astronomy while doing a photography walk
Exploring a historical site and learning about music theory.,reflection,exploring a historical site and learning about music theory
Trying out a new hobby to see how it goes.,curiosity,trying out a new hobby to see how it goes
Joined a science fair to dive deeper into local history.,ambivalence,joined a science fair to dive deeper into local history
Reflecting on astronomy while doing a new hobby.,curiosity,reflecting on astronomy while doing a new hobby
Joined a lecture to dive deeper into philosophy.,neutral,joined a lecture to dive deeper into philosophy
Exploring a community center and learning about sustainability.,effort,exploring a community center and learning about sustainability
Working on a research study to achieve team collaboration.,nostalgia,working on a research study to achieve team collaboration
Exploring a community center and learning about astronomy.,reflection,exploring a community center and learning about astronomy
Reflecting on astronomy while doing a coding challenge.,calm,reflecting on astronomy while doing a coding challenge
Working on a research study to achieve skill improvement.,curiosity,working on a research study to achieve skill improvement
Working on a language lesson to achieve better focus.,curiosity,working on a language lesson to achieve better focus
Reflecting on music theory while doing a new hobby.,curiosity,reflecting on music theory while doing a new hobby
Reflecting on philosophy while doing a coding challenge.,calm,reflecting on philosophy while doing a coding challenge
Reflecting on music theory while doing a coding challenge.,reflection,reflecting on music theory while doing a coding challenge
Exploring a nature reserve and learning about philosophy.,calm,exploring a nature reserve and learning about philosophy
Exploring a historical site and learning about astronomy.,reflection,exploring a historical site and learning about astronomy
Trying out a writing project to see how it goes.,curiosity,trying out a writing project to see how it goes
Working on a language lesson to achieve better focus.,neutral,working on a language lesson to achieve better focus
Exploring a tech expo and learning about music theory.,reflection,exploring a tech expo and learning about music theory
Exploring a historical site and learning about sustainability.,ambivalence,exploring a historical site and learning about sustainability
Reflecting on sustainability while doing a photography walk.,nostalgia,reflecting on sustainability while doing a photography walk
Reflecting on music theory while doing a writing project.,calm,reflecting on music theory while doing a writing project
Working on a research study to achieve skill improvement.,curiosity,working on a research study to achieve skill improvement
Reflecting on astronomy while doing a writing project.,curiosity,reflecting on astronomy while doing a writing project
Working on a design prototype to achieve team collaboration.,calm,working on a design prototype to achieve team collaboration
Trying out a coding challenge to see how it goes.,effort,trying out a coding challenge to see how it goes
Working on a volunteer project to achieve better focus.,reflection,working on a volunteer project to achieve better focus
Exploring a tech expo and learning about philosophy.,curiosity,exploring a tech expo and learning about philosophy
Working on a volunteer project to achieve team collaboration.,reflection,working on a volunteer project to achieve team collaboration
Reflecting on local history while doing a photography walk.,nostalgia,reflecting on local history while doing a photography walk
Exploring a new city and learning about astronomy.,curiosity,exploring a new city and learning about astronomy
Exploring a new city and learning about sustainability.,neutral,exploring a new city and learning about sustainability
Trying out a coding challenge to see how it goes.,neutral,trying out a coding challenge to see how it goes
Joined a art workshop to dive deeper into local history.,effort,joined a art workshop to dive deeper into local history
Exploring a new city and learning about local history.,calm,exploring a new city and learning about local history
Working on a volunteer project to achieve new insights.,ambivalence,working on a volunteer project to achieve new insights
Reflecting on local history while doing a new hobby.,ambivalence,reflecting on local history while doing a new hobby
Exploring a historical site and learning about philosophy.,neutral,exploring a historical site and learning about philosophy
Exploring a historical site and learning about music theory.,effort,exploring a historical site and learning about music theory
Working on a language lesson to achieve personal growth.,reflection,working on a language lesson to achieve personal growth
Exploring a nature reserve and learning about philosophy.,curiosity,exploring a nature reserve and learning about philosophy
Joined a meetup to dive deeper into music theory.,ambivalence,joined a meetup to dive deeper into music theory
Exploring a nature reserve and learning about philosophy.,ambivalence,exploring a nature reserve and learning about philosophy
Trying out a yoga session to see how it goes.,curiosity,trying out a yoga session to see how it goes
Trying out a new hobby to see how it goes.,neutral,trying out a new hobby to see how it goes
Joined a art workshop to dive deeper into local history.,ambivalence,joined a art workshop to dive deeper into local history
Joined a science fair to dive deeper into sustainability.,curiosity,joined a science fair to dive deeper into sustainability
Trying out a new hobby to see how it goes.,effort,trying out a new hobby to see how it goes
Exploring a new city and learning about music theory.,effort,exploring a new city and learning about music theory
Reflecting on sustainability while doing a yoga session.,reflection,reflecting on sustainability while doing a yoga session
Trying out a yoga session to see how it goes.,effort,trying out a yoga session to see how it goes
Trying out a yoga session to see how it goes.,ambivalence,trying out a yoga session to see how it goes
Exploring a nature reserve and learning about sustainability.,reflection,exploring a nature reserve and learning about sustainability
Trying out a new hobby to see how it goes.,calm,trying out a new hobby to see how it goes
Trying out a photography walk to see how it goes.,ambivalence,trying out a photography walk to see how it goes
Trying out a yoga session to see how it goes.,calm,trying out a yoga session to see how it goes
Exploring a historical site and learning about music theory.,nostalgia,exploring a historical site and learning about music theory
Trying out a new hobby to see how it goes.,reflection,trying out a new hobby to see how it goes
Trying out a coding challenge to see how it goes.,reflection,trying out a coding challenge to see how it goes
Joined a lecture to dive deeper into astronomy.,nostalgia,joined a lecture to dive deeper into astronomy
Reflecting on music theory while doing a coding challenge.,effort,reflecting on music theory while doing a coding challenge
Joined a science fair to dive deeper into astronomy.,effort,joined a science fair to dive deeper into astronomy
Exploring a nature reserve and learning about sustainability.,nostalgia,exploring a nature reserve and learning about sustainability
Joined a science fair to dive deeper into local history.,ambivalence,joined a science fair to dive deeper into local history
Trying out a new hobby to see how it goes.,nostalgia,trying out a new hobby to see how it goes
Working on a language lesson to achieve better focus.,curiosity,working on a language lesson to achieve better focus
Trying out a coding challenge to see how it goes.,calm,trying out a coding challenge to see how it goes
Trying out a coding challenge to see how it goes.,calm,trying out a coding challenge to see how it goes
Joined a meetup to dive deeper into local history.,ambivalence,joined a meetup to dive deeper into local history
Reflecting on philosophy while doing a photography walk.,calm,reflecting on philosophy while doing a photography walk
Reflecting on sustainability while doing a coding challenge.,ambivalence,reflecting on sustainability while doing a coding challenge
Reflecting on philosophy while doing a new hobby.,ambivalence,reflecting on philosophy while doing a new hobby
Exploring a tech expo and learning about local history.,neutral,exploring a tech expo and learning about local history
Working on a school assignment to achieve better focus.,curiosity,working on a school assignment to achieve better focus
Joined a meetup to dive deeper into music theory.,neutral,joined a meetup to dive deeper into music theory
Working on a research study to achieve skill improvement.,nostalgia,working on a research study to achieve skill improvement
Trying out a coding challenge to see how it goes.,neutral,trying out a coding challenge to see how it goes
Joined a science fair to dive deeper into sustainability.,reflection,joined a science fair to dive deeper into sustainability
Exploring a community center and learning about sustainability.,calm,exploring a community center and learning about sustainability
Working on a school assignment to achieve new insights.,neutral,working on a school assignment to achieve new insights
Joined a art workshop to dive deeper into astronomy.,nostalgia,joined a art workshop to dive deeper into astronomy
Exploring a tech expo and learning about local history.,reflection,exploring a tech expo and learning about local history
Joined a art workshop to dive deeper into local history.,curiosity,joined a art workshop to dive deeper into local history
Exploring a community center and learning about philosophy.,calm,exploring a community center and learning about philosophy
Working on a volunteer project to achieve team collaboration.,effort,working on a volunteer project to achieve team collaboration
Working on a design prototype to achieve team collaboration.,nostalgia,working on a design prototype to achieve team collaboration
Reflecting on music theory while doing a new hobby.,ambivalence,reflecting on music theory while doing a new hobby
Exploring a tech expo and learning about sustainability.,ambivalence,exploring a tech expo and learning about sustainability
Reflecting on music theory while doing a new hobby.,effort,reflecting on music theory while doing a new hobby
Joined a book club to dive deeper into philosophy.,ambivalence,joined a book club to dive deeper into philosophy
Working on a school assignment to achieve personal growth.,curiosity,working on a school assignment to achieve personal growth
Exploring a tech expo and learning about local history.,calm,exploring a tech expo and learning about local history
Reflecting on sustainability while doing a coding challenge.,calm,reflecting on sustainability while doing a coding challenge
Joined a art workshop to dive deeper into philosophy.,calm,joined a art workshop to dive deeper into philosophy
Exploring a nature reserve and learning about philosophy.,ambivalence,exploring a nature reserve and learning about philosophy
Reflecting on local history while doing a photography walk.,nostalgia,reflecting on local history while doing a photography walk
Joined a meetup to dive deeper into philosophy.,reflection,joined a meetup to dive deeper into philosophy
Trying out a writing project to see how it goes.,neutral,trying out a writing project to see how it goes
Exploring a nature reserve and learning about astronomy.,neutral,exploring a nature reserve and learning about astronomy
Reflecting on local history while doing a coding challenge.,nostalgia,reflecting on local history while doing a coding challenge
Reflecting on local history while doing a writing project.,neutral,reflecting on local history while doing a writing project
Joined a science fair to dive deeper into astronomy.,effort,joined a science fair to dive deeper into astronomy
Working on a language lesson to achieve skill improvement.,ambivalence,working on a language lesson to achieve skill improvement
Exploring a historical site and learning about local history.,reflection,exploring a historical site and learning about local history
Joined a book club to dive deeper into astronomy.,calm,joined a book club to dive deeper into astronomy
