hate,text,cleaned_text
0,rt  neech remark ramdev says wrong to discriminate on basis of castento read more go onn,rt neech remark ramdev says wrong discriminate basis castento read go onn
0,rt  bbmpxe2x80x99s attitude is even more neech than we thought rather than build an stp they are diverting sewage from 1 lake to otherxe2x80xa6,rt bbmpxexxs attitude even neech thought rather build stp diverting sewage lake otherxexxa
2,modi ji ek neech aadmi hain isliye khud imported mushrooms khate hain aur gujrat vasiyon ke liye mushrooms nhi magaxe2x80xa6,modi ji ek neech aadmi hain isliye khud imported mushrooms khate hain aur gujrat vasiyon ke liye mushrooms nhi magaxexxa
0,very few things make us happy these days the viratanushkawedding is one of them,things make us happy days viratanushkawedding one
2,it simply display your neech  character,simply display neech character
0,prime minister modi gujarat campaign nvote for me ni am poor ni was chaiwalanmy family has humble origins nixe2x80xa6,prime minister modi gujarat campaign nvote ni poor ni chaiwalanmy family humble origins nixexxa
0,rt  is winning an election so important that congress goes to the extent of calling the incumbent  a neech aadmi hxe2x80xa6,rt winning election important congress goes extent calling incumbent neech aadmi hxexxa
0,hahahahaha mitro dekho yeh banda mere blood ko neech bula raha hai kya choti jaat ka khoon khooxe2x80xa6,hahahahaha mitro dekho yeh banda mere blood ko neech bula raha hai kya choti jaat ka khoon khooxexxa
0,pm quoting the example of a xe2x80x98gamexe2x80x99 responsible for the deaths of hundreds of children if this isnxe2x80x99t some perversexe2x80xa6,pm quoting example xexxgamexexx responsible deaths hundreds children isnxexxt perversexexxa
0,dear gujaratis had  there been visible xe2x80x9cvikashxe2x80x9d in gujarat modi would have been blowing that trumpet not msi pak xe2x80xa6,dear gujaratis visible xexxcvikashxexxd gujarat modi would blowing trumpet msi pak xexxa
0,may b dalit brahmin yani ki unch neech,may b dalit brahmin yani ki unch neech
0,crony capitalism kab stop hoga,crony capitalism kab stop hoga
0,neeche dekh raha tha maar gaay,neeche dekh raha tha maar gaay
0,mani is on the road so is congress they deserved it but pm modi is holding the indias highest offxe2x80xa6,mani road congress deserved pm modi holding indias highest offxexxa
0,rt    perhaps this is not the the first time manishankaraiyar used filthy language starting from teasxe2x80xa6,rt perhaps first time manishankaraiyar used filthy language starting teasxexxa
0,why virushka makes us happy,virushka makes us happy
0,rt  rahul gandhi attacked mani shankar aiyar for his xe2x80x9cneechxe2x80x9d remark on pm modi adding that he also couldnxe2x80x99t tolerate pm modixe2x80x99s axe2x80xa6,rt rahul gandhi attacked mani shankar aiyar xexxcneechxexxd remark pm modi adding also couldnxexxt tolerate pm modixexxs axexxa
0,rt  a panic stricken modi staring at defeat in gujarat has used a series of bogies of rahul not hindu ahmed patel will becomxe2x80xa6,rt panic stricken modi staring defeat gujarat used series bogies rahul hindu ahmed patel becomxexxa
0,neechnn xe0xa4xb8xe0xa4xb0xe0xa4x95xe0xa4xbexe0xa4xb0 xe0xa4x95xe0xa5x80 xe0xa4xa6xe0xa5x8bxe0xa4xb9xe0xa4xb0xe0xa5x80 xe0xa4xb0xe0xa4xbexe0xa4x9cxe0xa4xa8xe0xa5x80xe0xa4xa4xe0xa4xbf xe0xa4x8fxe0xa4x95 xe0xa4xa4xe0xa4xb0xe0xa4xab xe0xa4xa8xe0xa4xbfxe0xa4xb0xe0xa5x8dxe0xa4xa6xe0xa5x8bxe0xa4xb7 xe0xa4xb8xe0xa4x82xe0xa4xa4 xe0xa4xb0xe0xa4xbexe0xa4xaexe0xa4xaaxe0xa4xbexe0xa4xb2xe0xa4x9cxe0xa5x80 xe0xa4x95xe0xa4xbe xe0xa4x86xe0xa4xb6xe0xa5x8dxe0xa4xb0xe0xa4xae xe0xa4xa4xe0xa5x81xe0xa4xa1xe0xa4xbcxe0xa4xb5xe0xa4xbe xe0xa4xa6xe0xa4xbfxe0xa4xafxe0xa4xbe xe0xa4x94xe0xa4xb0 xe0xa4xa6xe0xa5x82xe0xa4xb8xe0xa4xb0xe0xa5x80 xe0xa4xa4xe0xa4xb0xe0xa4xab xe0xa4xa6xe0xa5x8bxe0xa4xb7xe0xa5x80 xe0xa4xb0xe0xa4xbexe0xa4xae xe0xa4xb0xe0xa4xb9xe0xa5x80xe0xa4xaexe2x80xa6,neechnn xexaxbxexaxbxexaxxexaxbexexaxb xexaxxexax xexaxaxexaxbxexaxbxexaxbxexax xexaxbxexaxbexexaxcxexaxaxexaxxexaxaxexaxbf xexaxfxexax xexaxaxexaxbxexaxab xexaxaxexaxbfxexaxbxexaxdxexaxaxexaxbxexaxb xexaxbxexaxxexaxa xexaxbxexaxbexexaxaexexaxaaxexaxbexexaxbxexaxcxexax xexaxxexaxbe xexaxxexaxbxexaxdxexaxbxexaxae xexaxaxexaxxexaxaxexaxbcxexaxbxexaxbe xexaxaxexaxbfxexaxafxexaxbe xexaxxexaxb xexaxaxexaxxexaxbxexaxbxexax xexaxaxexaxbxexaxab xexaxaxexaxbxexaxbxexax xexaxbxexaxbexexaxae xexaxbxexaxbxexaxxexaxaexexxa
0,rt    your culture might teach you to call each neechcan you call your leader neech whom you seem to worsxe2x80xa6,rt culture might teach call neechcan call leader neech seem worsxexxa
0,rt  few days back modi when was called neech was in bad taste pm calling mms traitor is equally bad gujarat elections havexe2x80xa6,rt days back modi called neech bad taste pm calling mms traitor equally bad gujarat elections havexexxa
0,rt  bollywood hungamas  who is an anti   addresses pm like this in his tweets he uses the word neechxe2x80xa6,rt bollywood hungamas anti addresses pm like tweets uses word neechxexxa
0,rt  from chaiwala to the abusive word neechnbharat is now out of scamgress reach,rt chaiwala abusive word neechnbharat scamgress reach
0,rt   now we know why they got so worked up about mani shankar aiyars use of the hindi word neech the pm has shown txe2x80xa6,rt know got worked mani shankar aiyars use hindi word neech pm shown txexxa
0,rt  manishankaraiyar nneech ncourtsmatter nxe0xa4x85xe0xa4x82xe0xa4xa7xe0xa4xb6xe0xa5x8dxe0xa4xb0xe0xa4xa6xe0xa5x8dxe0xa4xa7xe0xa4xbexe0xa4xadxe0xa4x95xe0xa5x8dxe0xa4xa4xe0xa4xbf_xe0xa4x96xe0xa4xa4xe0xa4xb0xe0xa4xbe_xe0xa4x8f_xe0xa4x9cxe0xa4xbexe0xa4xa8nxe0xa4xaaxe0xa5x82xe0xa4xb0xe0xa5x8dxe0xa4xa3 xe0xa4xaaxe0xa4xb0xe0xa4xaexe0xa4xbexe0xa4xa4xe0xa5x8dxe0xa4xaexe0xa4xbe xe0xa4x85xe0xa4xaaxe0xa4xa8xe0xa5x87 xe0xa4xa6xe0xa5x8dxe0xa4xb5xe0xa4xbexe0xa4xb0xe0xa4xbe xe0xa4xb0xe0xa4x9axe0xa5x80 xe0xa4x97xe0xa4x88 xe0xa4xb8xe0xa5x83xe0xa4xb7xe0xa5x8dxe0xa4x9fxe0xa4xbf xe0xa4x95xe0xa5x80 xe0xa4x9cxe0xa4xbexe0xa4xa8xe0xa4x95xe0xa4xbexe0xa4xb0xe0xa5x80 xe0xa4xb8xe0xa5x8dxe2x80xa6,rt manishankaraiyar nneech ncourtsmatter nxexaxxexaxxexaxaxexaxbxexaxdxexaxbxexaxaxexaxdxexaxaxexaxbexexaxadxexaxxexaxdxexaxaxexaxbfxexaxxexaxaxexaxbxexaxbexexaxfxexaxcxexaxbexexaxanxexaxaaxexaxxexaxbxexaxdxexaxa xexaxaaxexaxbxexaxaexexaxbexexaxaxexaxdxexaxaexexaxbe xexaxxexaxaaxexaxaxexax xexaxaxexaxdxexaxbxexaxbexexaxbxexaxbe xexaxbxexaxaxexax xexaxxexax xexaxbxexaxxexaxbxexaxdxexaxfxexaxbf xexaxxexax xexaxcxexaxbexexaxaxexaxxexaxbexexaxbxexax xexaxbxexaxdxexxa
2,hahahahaha nhence proved he is neech,hahahahaha nhence proved neech
0,rt  dr manmohan singh ripped modi ji apart with just 12 words in response to his baseless allegations and neech politicsxe2x80xa6,rt dr manmohan singh ripped modi ji apart words response baseless allegations neech politicsxexxa
0,rt  yogiadityanath nmanishankaraiyar nneech ncourtsmatter nxe0xa4x85xe0xa4x82xe0xa4xa7xe0xa4xb6xe0xa5x8dxe0xa4xb0xe0xa4xa6xe0xa5x8dxe0xa4xa7xe0xa4xbexe0xa4xadxe0xa4x95xe0xa5x8dxe0xa4xa4xe0xa4xbf_xe0xa4x96xe0xa4xa4xe0xa4xb0xe0xa4xbe_xe0xa4x8f_xe0xa4x9cxe0xa4xbexe0xa4xa8nxe0xa4xaaxe0xa5x82xe0xa4xb0xe0xa5x8dxe0xa4xa3 xe0xa4xaaxe0xa4xb0xe0xa4xaexe0xa4xbexe0xa4xa4xe0xa5x8dxe0xa4xaexe0xa4xbe xe0xa4x85xe0xa4xaaxe0xa4xa8xe0xa5x87 xe0xa4xa6xe0xa5x8dxe0xa4xb5xe0xa4xbexe0xa4xb0xe0xa4xbe xe0xa4xb0xe0xa4x9axe0xa5x80 xe0xa4x97xe0xa4x88xe2x80xa6,rt yogiadityanath nmanishankaraiyar nneech ncourtsmatter nxexaxxexaxxexaxaxexaxbxexaxdxexaxbxexaxaxexaxdxexaxaxexaxbexexaxadxexaxxexaxdxexaxaxexaxbfxexaxxexaxaxexaxbxexaxbexexaxfxexaxcxexaxbexexaxanxexaxaaxexaxxexaxbxexaxdxexaxa xexaxaaxexaxbxexaxaexexaxbexexaxaxexaxdxexaxaexexaxbe xexaxxexaxaaxexaxaxexax xexaxaxexaxdxexaxbxexaxbexexaxbxexaxbe xexaxbxexaxaxexax xexaxxexaxxexxa
0,gawd this whole gujarat elections have been about mandir janeu neech and pakistan hand sums up mainland politixe2x80xa6,gawd whole gujarat elections mandir janeu neech pakistan hand sums mainland politixexxa
0,4ndid not iyer the person who went to pakistan and request help to topple a legitimate government in inxe2x80xa6,ndid iyer person went pakistan request help topple legitimate government inxexxa
0,rt  neechnn xe0xa4xb8xe0xa4xb0xe0xa4x95xe0xa4xbexe0xa4xb0 xe0xa4x95xe0xa5x80 xe0xa4xa6xe0xa5x8bxe0xa4xb9xe0xa4xb0xe0xa5x80 xe0xa4xb0xe0xa4xbexe0xa4x9cxe0xa4xa8xe0xa5x80xe0xa4xa4xe0xa4xbf xe0xa4x8fxe0xa4x95 xe0xa4xa4xe0xa4xb0xe0xa4xab xe0xa4xa8xe0xa4xbfxe0xa4xb0xe0xa5x8dxe0xa4xa6xe0xa5x8bxe0xa4xb7 xe0xa4xb8xe0xa4x82xe0xa4xa4 xe0xa4xb0xe0xa4xbexe0xa4xaexe0xa4xaaxe0xa4xbexe0xa4xb2xe0xa4x9cxe0xa5x80 xe0xa4x95xe0xa4xbe xe0xa4x86xe0xa4xb6xe0xa5x8dxe0xa4xb0xe0xa4xae xe0xa4xa4xe0xa5x81xe0xa4xa1xe0xa4xbcxe0xa4xb5xe0xa4xbe xe0xa4xa6xe0xa4xbfxe0xa4xafxe0xa4xbe xe0xa4x94xe0xa4xb0 xe0xa4xa6xe0xa5x82xe0xa4xb8xe0xa4xb0xe0xa5x80 xe0xa4xa4xe0xa4xb0xe0xa4xab xe0xa4xa6xe0xa5x8bxe0xa4xb7xe0xa5x80 xe0xa4xb0xe0xa4xbexe0xa4xae xe0xa4xb0xe0xa4xb9xe0xa5x80xe0xa4xae xe0xa4x95xe0xa4xbe xe0xa4x86xe0xa4xb6xe0xa5x8dxe0xa4xb0xe0xa4xaexe2x80xa6,rt neechnn xexaxbxexaxbxexaxxexaxbexexaxb xexaxxexax xexaxaxexaxbxexaxbxexaxbxexax xexaxbxexaxbexexaxcxexaxaxexaxxexaxaxexaxbf xexaxfxexax xexaxaxexaxbxexaxab xexaxaxexaxbfxexaxbxexaxdxexaxaxexaxbxexaxb xexaxbxexaxxexaxa xexaxbxexaxbexexaxaexexaxaaxexaxbexexaxbxexaxcxexax xexaxxexaxbe xexaxxexaxbxexaxdxexaxbxexaxae xexaxaxexaxxexaxaxexaxbcxexaxbxexaxbe xexaxaxexaxbfxexaxafxexaxbe xexaxxexaxb xexaxaxexaxxexaxbxexaxbxexax xexaxaxexaxbxexaxab xexaxaxexaxbxexaxbxexax xexaxbxexaxbexexaxae xexaxbxexaxbxexaxxexaxae xexaxxexaxbe xexaxxexaxbxexaxdxexaxbxexaxaexexxa
0,rt  calling a pm xe2x80x98neechxe2x80x99 lowers dignity of office of pm but affect on dignity of office substantially higher when pm indulges inxe2x80xa6,rt calling pm xexxneechxexx lowers dignity office pm affect dignity office substantially higher pm indulges inxexxa
0,rt  we have a lot to learn from you sir   about the power or tolerancenthe nation stands behind the neech chaxe2x80xa6,rt lot learn sir power tolerancenthe nation stands behind neech chaxexxa
2,your culture might teach you to call each neechcan you call your leader neech whom you seem to worship,culture might teach call neechcan call leader neech seem worship
0,rt  breaks social media break to tweet thisnnmani shankar aiyar has successfully carved a neech oopsniche for himselfixe2x80xa6,rt breaks social media break tweet thisnnmani shankar aiyar successfully carved neech oopsniche himselfixexxa
0,rt  with all desperate tactics of hardik cd rahul somnath register neech aadmi pak wants cong khiljiaurangzeb ki auladxe2x80xa6,rt desperate tactics hardik cd rahul somnath register neech aadmi pak wants cong khiljiaurangzeb ki auladxexxa
2,that interpretation says a lot about your neech sanghi shit filled brain,interpretation says lot neech sanghi shit filled brain
0,rt  u know itxe2x80x99s newindia whennxe2x80xa2  goes to templesnxe2x80xa2 2002 no issue in gujaratelection nxe2x80xa2 manishankaraiyar suspendxe2x80xa6,rt u know itxexxs newindia whennxexxa goes templesnxexxa issue gujaratelection nxexxa manishankaraiyar suspendxexxa
0,congress touched new low in gujrat electionn1neech politicsn2 meeting pakistan delegationn3 cast politxe2x80xa6,congress touched new low gujrat electionnneech politicsn meeting pakistan delegationn cast politxexxa
0,another neech equivalent racist remark by,another neech equivalent racist remark
0,rt  proud of indian democracy  a man born in poverty by his hard work honesty amp record of governance is electedxe2x80xa6,rt proud indian democracy man born poverty hard work honesty amp record governance electedxexxa
0,har taraf nafrat kyun hai pyar hai hi nahin love is important,har taraf nafrat kyun hai pyar hai hi nahin love important
1,he belongs in the bjp it cell undoubtedly cretins like him deceive dalit into the hinxe2x80xa6,belongs bjp cell undoubtedly cretins like deceive dalit hinxexxa
0,chalo aab to mushroom bhi aa gaye  so any party which promise to give mushrooms to voters must win election npakxe2x80xa6,chalo aab mushroom bhi aa gaye party promise give mushrooms voters must win election npakxexxa
2,rt  a person who rates women and calls them  50 crore ki girlfriend  surely qualifies to be called neech  nkuch galat nxe2x80xa6,rt person rates women calls crore ki girlfriend surely qualifies called neech nkuch galat nxexxa
0,rt  manishankaraiyar xe0xa4x95xe0xa5x87 xe0xa4xacxe0xa4xafxe0xa4xbexe0xa4xa8 xe0xa4x95xe0xa5x87 xe0xa4xacxe0xa4xbexe0xa4xa6 xe0xa4x8fxe0xa4x95 xe0xa4xb8xe0xa4x9axe0xa5x8dxe0xa4x9axe0xa5x87 xe0xa4x95xe0xa4xbexe0xa4x82xe0xa4x97xe0xa5x8dxe0xa4xb0xe0xa5x87xe0xa4xb8xe0xa5x80 xe0xa4x97xe0xa5x81xe0xa4xb2xe0xa4xbexe0xa4xae xe0xa4x95xe0xa4xbe xe0xa4xb0xe0xa4xbexe0xa4xb9xe0xa5x81xe0xa4xb2 xe0xa4x97xe0xa4xbexe0xa4x82xe0xa4xa7xe0xa5x80 xe0xa4x94xe0xa4xb0 xe0xa4xaexe0xa4xa3xe0xa4xbfxe0xa4xb6xe0xa4x82xe0xa4x95xe0xa4xb0 xe0xa4xb8xe0xa5x87 xe0xa4xb8xe0xa4xb5xe0xa4xbexe0xa4xb2xe0xa4x85xe0xa4x97xe0xa4xb0 xe0xa4xa4xe0xa5x81xe0xa4xae xe0xa4xb2xe0xa5x8bxe0xa4x97xe0xa5x8b xe0xa4x95xe0xa4xbe xe0xa4xb9xe0xa4xbexe0xa4xb0xe0xa4xa8xe0xa5x87xe2x80xa6,rt manishankaraiyar xexaxxexax xexaxacxexaxafxexaxbexexaxa xexaxxexax xexaxacxexaxbexexaxa xexaxfxexax xexaxbxexaxaxexaxdxexaxaxexax xexaxxexaxbexexaxxexaxxexaxdxexaxbxexaxxexaxbxexax xexaxxexaxxexaxbxexaxbexexaxae xexaxxexaxbe xexaxbxexaxbexexaxbxexaxxexaxb xexaxxexaxbexexaxxexaxaxexax xexaxxexaxb xexaxaexexaxaxexaxbfxexaxbxexaxxexaxxexaxb xexaxbxexax xexaxbxexaxbxexaxbexexaxbxexaxxexaxxexaxb xexaxaxexaxxexaxae xexaxbxexaxbxexaxxexaxb xexaxxexaxbe xexaxbxexaxbexexaxbxexaxaxexaxxexxa
0,lutyens srini i dont care if govt wins gujrat or not but ndtv conspiracy theories and as licxe2x80xa6,lutyens srini dont care govt wins gujrat ndtv conspiracy theories licxexxa
0,whether neech is big abuse or jhutha,whether neech big abuse jhutha
0,its obvious kashmir is slowly but surely turning away from paksponsored jihad both isi amp,obvious kashmir slowly surely turning away paksponsored jihad isi amp
2,beta isse pata chalta hai tu kisi  gutter chap ki  paidais hai  hai aur koi neech hi terxe2x80xa6,beta isse pata chalta hai tu kisi gutter chap ki paidais hai hai aur koi neech hi terxexxa
2,rt  mitron mujhe chaiwala bola sobsnnmitron mujhe neech bolansobsnnmitron meri supari dinsobsnnsalla 56 inch kxe2x80xa6,rt mitron mujhe chaiwala bola sobsnnmitron mujhe neech bolansobsnnmitron meri supari dinsobsnnsalla inch kxexxa
0,wo sab jane donneech kyon bolansab se bada mudda ye hainxf0x9fx98x81xf0x9fx98x81,wo sab jane donneech kyon bolansab se bada mudda ye hainxfxfxxxfxfxx
0,sagarika tu bhi trap ho gayi hai get out now,sagarika tu bhi trap ho gayi hai get
0,rt  prime minister modi gujarat campaign nvote for me ni am poor ni was chaiwalanmy family has humble origins ni have 56 inxe2x80xa6,rt prime minister modi gujarat campaign nvote ni poor ni chaiwalanmy family humble origins ni inxexxa
0,modi promised a newindia during 2014 polls but this noise around neech and manmohansingh dinner with pakistanixe2x80xa6,modi promised newindia polls noise around neech manmohansingh dinner pakistanixexxa
0,neech remark ramdev says wrong to discriminate on basis of caste  n,neech remark ramdev says wrong discriminate basis caste n
0,rt  pls see this video as to how gujaratis are reacting to things like neech pakistan conspiracy etc they say modi has been dxe2x80xa6,rt pls see video gujaratis reacting things like neech pakistan conspiracy etc say modi dxexxa
0,rt    shocking no body can think javed can say thisembarrassing can any learned man spell thisxe2x80xa6,rt shocking body think javed say thisembarrassing learned man spell thisxexxa
0,rt  mitron mujhe chaiwala bola  sobs xf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadnnmitron mujhe neech bolansobs xf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadnnmitron meri supari dinsobs xf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadnnsalxe2x80xa6,rt mitron mujhe chaiwala bola sobs xfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadnnmitron mujhe neech bolansobs xfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadnnmitron meri supari dinsobs xfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxadnnsalxexxa
2,rt  mitron mujhe chaiwala bola sobsnnmitron mujhe neech bolansobsnnmitron meri supari dinsobsnnsalla 56 inch ka pxe2x80xa6,rt mitron mujhe chaiwala bola sobsnnmitron mujhe neech bolansobsnnmitron meri supari dinsobsnnsalla inch ka pxexxa
0,dinner on 6th and the neech remark on 7th,dinner th neech remark th
2,maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar mazaxe2x80xa6,maine kaha ki aaj na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar mazaxexxa
2,rt   uffff bhosidki archana tuje aisi chodoonga mera lauda se teri choot fategi aaj,rt uffff bhosidki archana tuje aisi chodoonga mera lauda se teri choot fategi aaj
2,uffff bhosidki archana tuje aisi chodoonga mera lauda se teri choot fategi aaj,uffff bhosidki archana tuje aisi chodoonga mera lauda se teri choot fategi aaj
2,teri pichwada bhi aisi chodoonga,teri pichwada bhi aisi chodoonga
2,randi tuje aisi chodoonga teri gaand tho fati jayegi sirf palank kya,randi tuje aisi chodoonga teri gaand tho fati jayegi sirf palank kya
2,tumhein jeebh se chaat kar mazaa doonga maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroongaxe2x80xa6,tumhein jeebh se chaat kar mazaa doonga maine kaha ki aaj na main tumhein chodoonga na tumhari gaand maaroongaxexxa
2,teri sawari mi karoonga meri raandle teri choot aisi chodoonga thu chal nahi paogi,teri sawari mi karoonga meri raandle teri choot aisi chodoonga thu chal nahi paogi
2,rt  maine kaha ki aaj to na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar mazaa doxe2x80xa6,rt maine kaha ki aaj na main tumhein chodoonga na tumhari gaand maaroonga aaj main tumhein jeebh se chaat kar mazaa doxexxa
2,rt   tere jaisa gaandu fan ni h ye  njo fake vdo bana ra h tu saale jhant ke baal see his fanship n,rt tere jaisa gaandu fan ni h ye njo fake vdo bana ra h tu saale jhant ke baal see fanship n
2,beta tum muglistan kyo nahi chle jate yaha jhant ukhad rahe ho,beta tum muglistan kyo nahi chle jate yaha jhant ukhad rahe ho
2,chutiya panti ki bi had hoti hai yar jhant logo ki jhant faxe2x80xa6,chutiya panti ki bi hoti hai yar jhant logo ki jhant faxexxa
2,abe choduo kya jhant bat kare be tum log hawle salo aukat me raho apni chutiyo,abe choduo kya jhant bat kare tum log hawle salo aukat raho apni chutiyo
2,abe lund fakir chin ek communist desh hai usse apne nagrik ko kahi bhi job deni hai txe2x80xa6,abe lund fakir chin ek communist desh hai usse apne nagrik ko kahi bhi job deni hai txexxa
2,be chooti yecrowed nahi crowd hota hai jhant ka patrakar ho kya,chooti yecrowed nahi crowd hota hai jhant ka patrakar ho kya
0,soch chines sher tere baap ke ghar me ghuskr rxe2x80xa6,soch chines sher tere baap ke ghar ghuskr rxexxa
2,fakina ke dogis sirf 50k me hi khus hogai kya jhant fans ho tum jhandu log fansxe2x80xa6,fakina ke dogis sirf k hi khus hogai kya jhant fans ho tum jhandu log fansxexxa
2,jhant bhai babar akbar jehangir shahajehan aurangzeb rahulpappundynastic lineage accxe2x80xa6,jhant bhai babar akbar jehangir shahajehan aurangzeb rahulpappundynastic lineage accxexxa
2,thats way out of my depth i was speaking as the owner of more than one jhant which i always meanixe2x80xa6,thats way depth speaking owner one jhant always meanixexxa
2,me  aur bhai life kaisi chal rahinfriend zindagi jhant jawani pagal,aur bhai life kaisi chal rahinfriend zindagi jhant jawani pagal
2,tuley ki jhant,tuley ki jhant
2,chutiya hai tu ka jhant phad lenaukaat hai to,chutiya hai tu ka jhant phad lenaukaat hai
0,jhant bana k aao tab pelenge,jhant bana k aao tab pelenge
2,jhant ka baal nhi he tu  srk ka,jhant ka baal nhi tu srk ka
0,i think plural is still jhant,think plural still jhant
2,but you are correct it was a typo it must be xe0xa4xaexe0xa4xbexe0xa4xb0xe0xa4xa8xe0xa4xbe  and splitting jhants is totally appropriate on thixe2x80xa6,correct typo must xexaxaexexaxbexexaxbxexaxaxexaxbe splitting jhants totally appropriate thixexxa
2,haan jhant baat karni chahiye padhe chutiye liberal gandu,haan jhant baat karni chahiye padhe chutiye liberal gandu
2,enough of jhant amp chutiya,enough jhant amp chutiya
1,i said u dont go into religion acha ek hi example tujhe kashmir dekh raha haina armyxe2x80xa6,said u dont go religion acha ek hi example tujhe kashmir dekh raha haina armyxexxa
2,there baap kobhi condom pehna chahiye thachipkali ki jhant,baap kobhi condom pehna chahiye thachipkali ki jhant
2,teri gand me danda bhosdiwale ntu uski jhant ke barsbar bhi nahi henlove you,teri gand danda bhosdiwale ntu uski jhant ke barsbar bhi nahi henlove
2,lagta h aap ki jhant nhi h iska mtlb aap ki boor me bahut nikhar hoga,lagta h aap ki jhant nhi h iska mtlb aap ki boor bahut nikhar hoga
2,abe chipkali ki jhant10 din wait kar aur apni aukaat mein aa jaayega xf0x9fx98x82,abe chipkali ki jhant din wait kar aur apni aukaat mein aa jaayega xfxfxx
2,tere jaisa gaandu fan ni h ye  njo fake vdo bana ra h tu saale jhant ke baal see his fanship n,tere jaisa gaandu fan ni h ye njo fake vdo bana ra h tu saale jhant ke baal see fanship n
2,haa jhant ke baal khade ho gaye xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,haa jhant ke baal khade ho gaye xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
2,jhant bhar ki party split bhi ho gaye to bal hi bachenge,jhant bhar ki party split bhi ho gaye bal hi bachenge
2,jhant si cheez ka mudda to dekho in haramiyon ko log mar rahe hain rape ho rahe h uski kii chinta nhi,jhant si cheez ka mudda dekho haramiyon ko log mar rahe hain rape ho rahe h uski kii chinta nhi
0,abe laddu lal desh ki janta ko acchai ya burai samjh aati hai xe2x80xa6,abe laddu lal desh ki janta ko acchai ya burai samjh aati hai xexxa
2,rt    abe lund ke topponsuar ki jhant tere maa mein lund deke bhen ko pregnant krdunganbhasxe2x80xa6,rt abe lund ke topponsuar ki jhant tere maa mein lund deke bhen ko pregnant krdunganbhasxexxa
2,jhant nahi,jhant nahi
2,apna tl dekh le aapiye gujarat me jhant bhi nahi milega,apna tl dekh le aapiye gujarat jhant bhi nahi milega
2,rohit ab tera kya hoga bgadwe nbjp to gaya teri aukat jhant ke barabar ho gaya munne,rohit ab tera kya hoga bgadwe nbjp gaya teri aukat jhant ke barabar ho gaya munne
2,tereko cricket ki jhant samjh hainja chup chap madrasa me jake mullo ki baat sun,tereko cricket ki jhant samjh hainja chup chap madrasa jake mullo ki baat sun
2,jhant jala di,jhant jala di
2,tatti jaisi sakal hai teri jhant jaise baal ek tu hi chutiya hai lodu or tera baap kangaal,tatti jaisi sakal hai teri jhant jaise baal ek tu hi chutiya hai lodu tera baap kangaal
2,bhai hum to aaj bhi un bekasuro ko maarte hai aur aaghe bhi maarenge jhant ka baal ukhad lo,bhai hum aaj bhi un bekasuro ko maarte hai aur aaghe bhi maarenge jhant ka baal ukhad lo
2,rt   thats way out of my depth i was speaking as the owner of more than one jhant which i always meaning twicexe2x80xa6,rt thats way depth speaking owner one jhant always meaning twicexexxa
2,virushka naam sunke hi jhant me aag lag jaati hai xf0x9fx98xb8xf0x9fx98xb8xf0x9fx98xb8,virushka naam sunke hi jhant aag lag jaati hai xfxfxxbxfxfxxbxfxfxxb
2,kabhi koi dalit jhant bhi ukhad paya h kya,kabhi koi dalit jhant bhi ukhad paya h kya
2,wo jhant se nahi cross hoga 130 cr,wo jhant se nahi cross hoga cr
2,abe lund ke topponsuar ki jhant tere maa mein lund deke bhen ko pregnant krdungaxe2x80xa6,abe lund ke topponsuar ki jhant tere maa mein lund deke bhen ko pregnant krdungaxexxa
2,hina jhant suarni,hina jhant suarni
2,is chut tarike  ko bolo mooh sambhale did any court convict himmc tumhari governmxe2x80xa6,chut tarike ko bolo mooh sambhale court convict himmc tumhari governmxexxa
2,abe chutiya ho kyakuch bhi bolte rahte hoteri ma ki jhant jali hogi tere post se,abe chutiya ho kyakuch bhi bolte rahte hoteri ki jhant jali hogi tere post se
