Unique ID,Post,Labels Set,cleaned_text
811,"करन कल म बढ महग मकन क बकर जनए कय ह वजह
 via ",non-hostile,करन कल म बढ महग मकन क बकर जनए कय ह वजह
812,  नम ह सजय ह हर सजय कमन हत ह,offensive,नम ह सजय ह हर सजय कमन हत ह
813,"बहजन समज क महपरष क वचरधर म इतन तकत ह क हम कस रजनतक परट क चमचगर करन क जररत ह नह ह 
17सतमबर_परयर_जयत_मनयग",hate,बहजन समज क महपरष क वचरधर म इतन तकत ह क हम कस रजनतक परट क चमचगर करन क जररत ह नह ह सतमबरपरयरजयतमनयग
814,"चयनत शकषक क भ सन सरकर आप
  
  
  ",non-hostile,चयनत शकषक क भ सन सरकर आप
815,ससत म खरदर क मक हम अपलयसज कजयमर इलकटरनकस टव फरनचर समत कई कटगर क परडकटस पर 60 तक भर छटआज स सल शर  Sale Offer WowSalaryDays,non-hostile,ससत म खरदर क मक हम अपलयसज कजयमर इलकटरनकस टव फरनचर समत कई कटगर क परडकटस भर छटआज स सल शर
816,सन ह मधयपरदश म रववर क सपरण LockDown रहत ह ,non-hostile,सन ह मधयपरदश म रववर क सपरण रहत ह
817,"World Cup 2019 टम इडय क हर पर खश हए वकस यनस न कय ऐस टवट
",non-hostile,टम इडय क हर खश हए वकस यनस न कय ऐस टवट
818,"पलवम क 42 शहद क परवर पछ रह ह गद मडय amp सरकर स क एक अभनत क लए  इतन आवज उठ रह ह उनक लए कय नह  
",non-hostile,पलवम क शहद क परवर पछ रह ह गद मडय सरकर स क अभनत क लए इतन आवज उठ रह ह उनक लए कय नह
819,"सडक नटवरक कनकटवट परयजनओ क करण करब द सल म गढचरल क पर चहर बदल जएग कदरय मतर 

कदरय मतर न 777 करड रपय लगत क सडक परयजनओ क उदघटन और शलनयस कय

ववरण   ",non-hostile,सडक नटवरक कनकटवट परयजनओ क करण करब द सल म गढचरल क चहर बदल जएग कदरय मतर कदरय मतर न करड रपय लगत क सडक परयजनओ क उदघटन शलनयस कय ववरण
820,"चन क शत पठ क सपरण वशलषण

दखए DNA LIVE   क सथ ",non-hostile,चन क शत पठ क सपरण वशलषण दखए क सथ
821,"अकषय कमर क घषण फलम मशन मगल क कमई चदरयन 3 क दन करग दल जत लय खलड़ न और कछ ऐस हनद लड़कय ह जनह सलमन अमर शरख फइस पसनद ह  तम लग समझत कय नह ह य गददर ह य पकसतन म दन दत ह पसट अचछ लग त रटवट कजए

",fake,अकषय कमर क घषण फलम मशन मगल क कमई चदरयन क दन करग दल जत लय खलड़ न कछ ऐस हनद लड़कय ह जनह सलमन अमर शरख फइस पसनद ह तम लग समझत कय नह ह य गददर ह य पकसतन म दन दत ह पसट अचछ लग त रटवट कजए
822,"गत क कचर क डबब म फक दन चहए 

 गरतलब ह क भगवद गत हनदओ क एक महतवपरण धरमगरनथ ह 

",fake,गत क कचर क डबब म फक दन चहए गरतलब ह क भगवद गत हनदओ क महतवपरण धरमगरनथ ह
823,नगलड म महन भर चलग रषटरय पषण अभयन ,non-hostile,नगलड म महन भर चलग रषटरय पषण अभयन
824,"म०मखयमतर  ज आपक इतन परयस क बद भ हमर परदश गणवतत परण शकष क ममल म सबस पछ ह
म० मखयमतर ज 69kशकषकभरत60_65परतशत पर नययलय क अतरम आदश पर अतशघर परण करवइए
 हम सब मलकर शकष क गणवतत म सधर करग ",non-hostile,म०मखयमतर ज आपक इतन परयस क बद भ हमर परदश गणवतत परण शकष क ममल म सबस पछ ह म० मखयमतर ज शकषकभरतपरतशत नययलय क अतरम आदश अतशघर परण करवइए हम सब मलकर शकष क गणवतत म सधर करग
825,"AkshayKumar क फलम LaxmiBomb क लकर खबर आ रह ह क य अब ओटट पलटफरम पर रलज नह क जएग 

",non-hostile,क फलम क लकर खबर आ रह ह क य अब ओटट पलटफरम रलज नह क जएग
826,"फटनस गर करण दबल क कहन कभ गहन बचकर क थ जम क शरआत आज तमनन भटय और अनषक शटट क फटनस टरनर क तर पर रखत ह अपन खस पहचन
 KiranDembla FitnessGuru  ",non-hostile,फटनस गर करण दबल क कहन कभ गहन बचकर क थ जम क शरआत आज तमनन भटय अनषक शटट क फटनस टरनर क तर रखत ह अपन खस पहचन
827,"जतन ब र क अचर डल बठ ह मझ ह द दत कछ त मज आत
सल अचछ खस ब र क मरबब बन क रख दय",offensive,जतन ब र क अचर डल बठ ह मझ ह द दत कछ त मज आत सल अचछ खस ब र क मरबब बन क रख दय
828,शहन बग क कल टनट वल शरनय  खरत म मल 500 लन क लए  कयक रट फकस ह न जयद न कम,offensive,शहन बग क कल टनट वल शरनय खरत म मल लन क लए कयक रट फकस ह न जयद न कम
829,"सपरम करट म अवमनन क दष मलय क पनरवचर यचक खरज बचच क खत म करड रपय कए थ टरसफर
SupremeCourt VijayMallya 
",non-hostile,सपरम करट म अवमनन क दष मलय क पनरवचर यचक खरज बचच क खत म करड रपय कए थ टरसफर
830," य ह जहदय क असल चहर
तम कछ भ कर ल इनक सरफ
एक ह मकसद ह गजवएहनद
RSS और VHP क आतकवद बल रह ह",hate,य ह जहदय क असल चहर तम कछ भ ल इनक सरफ ह मकसद ह गजवएहनद क आतकवद बल रह ह
831,सल जब पकसतन जदबद क नर अपन घर म लगत ह त तमक मबई पलस यद नह आत,offensive,सल पकसतन जदबद क नर अपन घर म लगत ह त तमक मबई पलस यद नह आत
832,"सल गजब क दगलई चल रह ह दश म 

मदज न थड स मर क दन कय खल दय दश म गरब आ गई बहत स लग दन दन क तरस रह ह

जब सफई म ११करड क बर बलए बलकर नचआय करत थ तब गरब नह दख थ

सह सह बतन तम दगल अभ ह गए ह य जनमजत दगल हह",hate,सल गजब क दगलई चल रह ह दश म मदज न थड स मर क दन कय खल दय दश म गरब आ गई बहत स लग दन दन क तरस रह ह सफई म ११करड क बर बलए बलकर नचआय करत थ तब गरब नह दख थ सह सह बतन तम दगल अभ ह गए ह य जनमजत दगल हह
833,"जएनय क छतरओ दवर कपस वरध म इसतमल क जन वल सबस अशलल भष और हम जएनय म उनक पढई क सबसड दन क लए टकस क भगतन करत ह जएनय नमक यह ससथन जलद स जलद बद हन क हकदर ह 

",fake,जएनय क छतरओ दवर कपस वरध म इसतमल क जन वल सबस अशलल भष हम जएनय म उनक पढई क सबसड दन क लए टकस क भगतन करत ह जएनय नमक ससथन जलद स जलद बद हन क हकदर ह
834,"अब वदश छतर क दश क अलग अलग यनवरसट म दखल क लए अलग अलग फरम भरन क जररत नह पडग

",non-hostile,अब वदश छतर क दश क अलग अलग यनवरसट म दखल क लए अलग अलग फरम भरन क जररत नह पडग
835, तर कसमत अचछ थ कह हमर जस मरशल हत  वह त तझ कतत क तरह लट लट क मरत ससद म ह सल कई रत तक स न सक थ सज दत तर पछवड अपन औकत म रह ह ससद म  गडगरद करत ह कस दन सडक पर पटग तबयत स जय हनद,hate,तर कसमत अचछ थ कह हमर जस मरशल हत वह त तझ कतत क तरह लट लट क मरत ससद म ह सल कई रत स न सक थ सज दत तर पछवड अपन औकत म रह ह ससद म गडगरद करत ह कस दन सडक पटग तबयत स जय हनद
836,"उततरखड हथ म रवलवर लकर नचन वल MLA कवर परणव क BJP न सथय तर पर नलबत कय
KunwarPranavSinghChampion 
 ",non-hostile,उततरखड हथ म रवलवर लकर नचन वल कवर परणव क न सथय तर नलबत कय
837,"आप सड सड करत रहए उधरव बमन कर क चनव जत जएगBJP वधयक अनल उपधयय क इस हरकत पर कय कहग MODI ज
 इस video क इतन वयरल कर क य पर हनदसतन दख सक","defamation,hate,offensive",आप सड सड करत रहए उधरव बमन क चनव जत जएग वधयक अनल उपधयय क हरकत कय कहग ज क इतन वयरल क य हनदसतन दख सक
838,"दलल क अशक नगर म मसजद क तड़ गय और जलय गय

",fake,दलल क अशक नगर म मसजद क तड़ गय जलय गय
839,आज हजरत इमम हसन सहब क बहदर और बलदन क यद करत हए हम सचचई और इसफ क रह पर चलन क सकलप लत ह,non-hostile,आज हजरत इमम हसन सहब क बहदर बलदन क यद करत हए हम सचचई इसफ क रह चलन क सकलप लत ह
840,"तलगन क मतर बल रजन तड पन स कसर भ ठक ह सकत ह
Telangana Cancer VSrinivas 
",non-hostile,तलगन क मतर बल रजन तड पन स कसर भ ठक ह सकत ह
841,हरदवर क मनस दव झल म आग लग जन स लग जनद जलबहत दरदनक एकसडट,fake,हरदवर क मनस दव झल म आग लग जन स लग जनद जलबहत दरदनक एकसडट
842,"बरश और बढ क सथत क सकषपत जनकर 

ववरण  

",non-hostile,बरश बढ क सथत क सकषपत जनकर ववरण
843,द ईसई परष क गव म एक हद समह न पटपटकर मर डल थ,fake,द ईसई परष क गव म हद समह न पटपटकर मर डल थ
844,  कपय सचनरथ एव आवशयक करयवह हत ,non-hostile,कपय सचनरथ एव आवशयक करयवह हत
845,"आज China क रषटरपत भरत म द दवसय क दर पर आ रह ह पएम मद स श जगपग क मलकत तमलनड क Mahabalipuram म हग


 XiJinping TamilNadu ZeeHindustan ",non-hostile,आज क रषटरपत भरत म द दवसय क दर आ रह ह पएम मद स श जगपग क मलकत तमलनड क म हग
846,चन स टककर लग भरत अमरक जपन और ऑसटरलय क चकड ,non-hostile,चन स टककर लग भरत अमरक जपन ऑसटरलय क चकड
847,Ayodhya परम परमक न थन म रचई शद पलस वल बन शद क गवह परवर वल नह थ शद क रज थन म शद क बद परवर वल मन कमरगज थन परसर क ममल    CbiInvestigationForHssc policemedianews,non-hostile,परम परमक न थन म रचई शद पलस वल बन शद क गवह परवर वल नह थ शद क रज थन म शद क बद परवर वल मन कमरगज थन परसर क ममल
848,सरकर करमचरय क पशन घटन वल ह और 80 सल उमर पर कर चक भतपरव करमचरय क पशन बद करन ज रह,fake,सरकर करमचरय क पशन घटन वल ह सल उमर चक भतपरव करमचरय क पशन बद करन ज रह
849,"शरआत 13 सदसय क अलव  क दल क सभ सदसय कवड19 नगटव फरचइज सईओ

 

ChennaiSuperKings COVID19 IPL2020 IPLinUAE ",non-hostile,शरआत सदसय क अलव क दल क सभ सदसय कवड नगटव फरचइज सईओ
850,"USElection2020 बडन क टरप पर हमल जर हसक परदरशन क लए ठहरय कसरवर
DonaldJTrump JoeBiden 
",non-hostile,बडन क टरप हमल जर हसक परदरशन क लए ठहरय कसरवर
851,"य  जस जगल जनवर क ससद स तरत बहर फकन चहए सजय जस आवर गड ततव क लग सभय समज क हसस नह ह सकतअभ इसन मरशल क सथ मरपट ककल क सभपत क सथ करग फर कस महल ससद क सथ छडछड भ कर सकत ह य कमन
सजय_सह_गड_ह","defamation,offensive",य जस जगल जनवर क ससद स तरत बहर फकन चहए सजय जस आवर गड ततव क लग सभय समज क हसस नह ह सकतअभ इसन मरशल क सथ मरपट ककल क सभपत क सथ करग फर कस महल ससद क सथ छडछड भ सकत ह य कमन सजयसहगडह
852,"लडकय क बच जमकर पपलर हआ थ सधन कट

Bollywood SadhanaShivdasani

",non-hostile,लडकय क बच जमकर पपलर हआ थ सधन कट
853,म अपन शप पर पसटर लगन ज रह ह अचछ दन आ गए2015म27लख बलस थ अब जर ह गई ऊपर स6लख मइनस म चल गई दश क जडप 24मइनस मर जडप 33लख मइनस म 2014 म पत क नकर भ थ वह भ चल गई जन क लए शप लकडउन म 10लख क नकसन अब त मफ कर इसतफ द,defamation,म अपन शप पसटर लगन ज रह ह अचछ दन आ गएमलख बलस थ अब जर ह गई ऊपर सलख मइनस म चल गई दश क जडप मइनस मर जडप लख मइनस म म पत क नकर भ थ वह भ चल गई जन क लए शप लकडउन म लख क नकसन अब त मफ इसतफ द
854,"1975 इमरजस इदर गध न दलल पलस क सथ जएनय म परवश कय और सपआई नत सतरम यचर क हरय ज उस समय जएनय छतर सघ क अधयकष थ और उनह इसतफ़ दन और आपतकल क वरध करन क लए मफ़ पतर पढन क लए मजबर कय इस कमयनसट क सथ कए जन वल वयवहर क आयरन हड कह जत ह अमत शह उनक समन सत दखत ह 

",fake,इमरजस इदर गध न दलल पलस क सथ जएनय म परवश कय सपआई नत सतरम यचर क हरय ज उस समय जएनय छतर सघ क अधयकष थ उनह इसतफ़ दन आपतकल क वरध करन क लए मफ़ पतर पढन क लए मजबर कय कमयनसट क सथ कए जन वल वयवहर क आयरन हड कह जत ह अमत शह उनक समन सत दखत ह
855,"बहर सरकर न जस रजधन पटन म जलजमव क बतय थ जममवर उसन मडय म आकर खल दए सभ रज

 क रपरट

",non-hostile,बहर सरकर न जस रजधन पटन म जलजमव क बतय थ जममवर उसन मडय म आकर खल दए सभ रज क रपरट
856,"Airtel क इन तन परपड पलन पर भ मलग फर डट वउचरस
",non-hostile,क इन तन परपड पलन भ मलग फर डट वउचरस
857,"रलव न गरप स पद पर वकस जर क ह इन पद पर आवदन क आखर तरख 2 सतबर ह
HindiNews 

",non-hostile,रलव न गरप स पद वकस जर क ह इन पद आवदन क आखर तरख सतबर ह
858,जब 8 GDP  थ त नकर मल ह नह त आज कय घट मलग ,hate,थ त नकर मल ह नह त आज कय घट मलग
859,"  भई इस बन जत क समझ क दखओ बन पट त कजरवल कब सधर 
सल ऑट वल स पटन वल क औकत म ह रख और बन MCBC क बत मत कर ","hate,offensive",भई बन जत क समझ क दखओ बन पट त कजरवल कब सधर सल ऑट वल स पटन वल क औकत म ह रख बन क बत मत
860,पहव हलक म सचई वभग क रसट हउस म जन दरबर म लग क समसयए सन अधकतर क मक पर ह समधन कय मर परयस यह ह क जनत क लबत करय क समय स नपटय जए और लग क छट छट कम क लए परशन न हन पड ,non-hostile,पहव हलक म सचई वभग क रसट हउस म जन दरबर म लग क समसयए सन अधकतर क मक ह समधन कय मर परयस ह क जनत क लबत करय क समय स नपटय जए लग क छट छट कम क लए परशन न हन पड
861,Ghaziabad कब चलक हतयकड क पलस न कय खलस कब चलक क दसत न गमछ स गल घटकर क थ हतय पलस न आरप दसत क गरफतर कय पहचन मटन क तजब स चहर जलय मसर थन पलस न क गरफतर  CowSmuggling policemedianews,non-hostile,कब चलक हतयकड क पलस न कय खलस कब चलक क दसत न गमछ स गल घटकर क थ हतय पलस न आरप दसत क गरफतर कय पहचन मटन क तजब स चहर जलय मसर थन पलस न क गरफतर
862,"दलल क मखयमतर  ज क दल स धनयवद जनहन करड वधनसभ क लदन बन दय
यह दखए कस परकर एक पर परवर लदन क गल म बठकर  गरम गरम चय और बसकट क आनद ल रह हकजरवल ज इसस अचछ दन मत दखन
",fake,दलल क मखयमतर ज क दल स धनयवद जनहन करड वधनसभ क लदन बन दय दखए कस परकर परवर लदन क गल म बठकर गरम गरम चय बसकट क आनद ल रह हकजरवल ज इसस अचछ दन मत दखन
863,"LIVE  मबई पलस क टम DRDO ऑफस पहच 

दखए पछत ह भरत अरनब क सथ रपबलक भरत पर LIVE   ",non-hostile,मबई पलस क टम ऑफस पहच दखए पछत ह भरत अरनब क सथ रपबलक भरत
864,    कपय सचनरथ एव आवशयक करयवह हत,non-hostile,कपय सचनरथ एव आवशयक करयवह हत
865,"जस अपन पतन क चरतर पर सदह कय
व कस भगवन थ

पशपमतरसग ह सत क रम थ",hate,जस अपन पतन क चरतर सदह कय व कस भगवन थ पशपमतरसग ह सत क रम थ
866,ईट पतथर पजन क खलफ म एक महम चलई थ फसबक पर बडबड आईड करबन कर द म जब म दख एक तरफ स अधवशवस स बहर खचन क कशश कर रह ह दसर तरफ फल रह ह म लखन बद कर द यह सधरन वल नह ह,hate,ईट पतथर पजन क खलफ म महम चलई थ फसबक बडबड आईड करबन द म म दख तरफ स अधवशवस स बहर खचन क कशश रह ह दसर तरफ फल रह ह म लखन बद द सधरन वल नह ह
867,"पलस अधकर वहटसएपप गरप पर नजर रख रह ह और गरप क एडमन क सलह द ज रह ह क य त गरप क हट द य ऐस वयकत क हट द ज इस तरह क फरवरड भजत ह

",fake,पलस अधकर वहटसएपप गरप नजर रख रह ह गरप क एडमन क सलह द ज रह ह क य त गरप क हट द य ऐस वयकत क हट द ज तरह क फरवरड भजत ह
868,"रफरम पर भरत क सकलप क गभरत स ल रह वदश नवशक सतरमण
 via ",non-hostile,रफरम भरत क सकलप क गभरत स ल रह वदश नवशक सतरमण
869,"कल स म हर रज पच ऐस सथय क परसनल परमट करग ज अचछ लखत ह और समज व दश हत म आवज उठत ह 

कशश करन क आपक लख हए अलफज मर आख क समन आए ",offensive,कल स म हर रज पच ऐस सथय क परसनल परमट करग ज अचछ लखत ह समज व दश हत म आवज उठत ह कशश करन क आपक लख हए अलफज मर आख क समन आए
870,"चमच कहत ह क पकसतन स हनदओ क इसलए बलय ज रह ह तक बद म मद पकसतन पर परमण बम गर द

आईडय अचछ ह",hate,चमच कहत ह क पकसतन स हनदओ क इसलए बलय ज रह ह बद म मद पकसतन परमण बम गर द आईडय अचछ ह
871,"चन न हमर जमन छड द इकनम 5tr ह चक करड नकरय आ गई कसन वयपर सब मनफ म सवचछ भरत डजटलसकल इडय सफल ह चक
दश म बस एक ह मसबत बक हरय क पर खनदन क गरफतर न हन कदरसरकरमडय 24 घट महनत कर रह ह जलद ह",non-hostile,चन न हमर जमन छड द इकनम ह चक करड नकरय आ गई कसन वयपर सब मनफ म सवचछ भरत डजटलसकल इडय सफल ह चक दश म बस ह मसबत बक हरय क खनदन क गरफतर न हन कदरसरकरमडय घट महनत रह ह जलद ह
872,"सन और चद क नई कमत जर ह गई ह अतररषटरय सतर पर महग हन स कमत बढ गई ह
",non-hostile,सन चद क नई कमत जर ह गई ह अतररषटरय सतर महग हन स कमत बढ गई ह
873,"मसलमन क हथ लगन स पहल मर लश स गजरन हग  नरनदर मद
भई कछ भ कह बद फकत मसत ह ",offensive,मसलमन क हथ लगन स पहल मर लश स गजरन हग नरनदर मद भई कछ भ कह बद फकत मसत ह
874,"जममकशमर भरत क अभनन अग थ ह और रहग भरत इस रजय क 3 हसस जमम कशमर और लददख क समन और तवर वकस क एजड क लग करग 

भजप अनचछद 370 क हटन क लए परतबदध रहग

 भजप चनव घषण पतर 2014

OneYearOfNoArticle370 ",non-hostile,जममकशमर भरत क अभनन अग थ ह रहग भरत रजय क हसस जमम कशमर लददख क समन तवर वकस क एजड क लग करग भजप अनचछद क हटन क लए परतबदध रहग भजप चनव घषण पतर
875,"PKVideo
अधयपक बन शतन मसम क कलस म मर द मनट म 40 थपपड
Lucknow UP Teacher Student    ",non-hostile,अधयपक बन शतन मसम क कलस म मर द मनट म थपपड
876,"जनकर क मनन ह क फसटवल क सजन म इडय क समरटफन मरकट वपस टरक पर आ जएग वस अगसत म एक क बद एक फन लनच हत गए समसग शओम रयलम ऑनर मटरल नकय ओपप और जयन न अपन समरटफन मरकट म उतर
",non-hostile,जनकर क मनन ह क फसटवल क सजन म इडय क समरटफन मरकट वपस टरक आ जएग वस अगसत म क बद फन लनच हत गए समसग शओम रयलम ऑनर मटरल नकय ओपप जयन न अपन समरटफन मरकट म उतर
877,25 सतबर स कदर सरकर दश भर म दबर लकडउन लग करन ज रह ह नशनल डजसटर मनजमट अथरट  NDMA न परधनमतर करयलय क लख कर कह ह क 25 सतबर स दबर लकडउन लगन बहद जरर ह,fake,सतबर स कदर सरकर दश भर म दबर लकडउन लग करन ज रह ह नशनल डजसटर मनजमट अथरट न परधनमतर करयलय क लख कह ह क सतबर स दबर लकडउन लगन बहद जरर ह
878,"परणब द क बर म जन बगल क बरभम स रषटरपत तक क सफर

RIPPranabMukherjee 
PranabMukherjee 

",non-hostile,परणब द क बर म जन बगल क बरभम स रषटरपत क सफर
879,   कपय कत करयवह स अवगत करए,non-hostile,कपय कत करयवह स अवगत करए
880,"आज महमहम रषटरपत शर रमनथ कवद ज स शषटचर भट क तथ उनह नई शकष नत 2020 क परत परसतत क रषटरय शकष नत 2020 म हए सभ आधरभत एव वयपक परवरतन क वसतत जनकर स महमहम रषटरपत ज क अवगत करवय 

 ",non-hostile,आज महमहम रषटरपत शर रमनथ कवद ज स शषटचर भट क तथ उनह नई शकष नत क परत परसतत क रषटरय शकष नत म हए सभ आधरभत एव वयपक परवरतन क वसतत जनकर स महमहम रषटरपत ज क अवगत करवय
881,"दश म अब CoronaVirus सकरमण स उबरन वल क सखय 325 लख स अधक ह गई
",non-hostile,दश म अब सकरमण स उबरन वल क सखय लख स अधक ह गई
882,"अखल भरतय मसम चतवन बलटन 

पशचम रजसथन उपहमलय पशचम बगल और सककम असम तथ मघलय एव सरषटर और कचछ क अलगअलग सथन पर भर स अतयधक भर बरश हन क सभवन ह

 ववरण  

 ",non-hostile,अखल भरतय मसम चतवन बलटन पशचम रजसथन उपहमलय पशचम बगल सककम असम तथ मघलय एव सरषटर कचछ क अलगअलग सथन भर स अतयधक भर बरश हन क सभवन ह ववरण
883,"मखयमतर ज न कनटकट टरसग सरवलस तथ डरटडर सरव करय क लए भ नरदश दए ह ACS गह व सचन शर  ज

",non-hostile,मखयमतर ज न कनटकट टरसग सरवलस तथ डरटडर सरव करय क लए भ नरदश दए ह गह व सचन शर ज
884,सशत कस म सबआई जच क 12व दन रय चकरवरत स सबआई पचव दन और गरव आरय स ईड दसर दन पछतछ जर रखग मडयकरमय क खलफ अभनतर न दरज करवई शकयत  GauravArya SushantSinghRajput RheaChakraborty CBI ,non-hostile,सशत कस म सबआई जच क व दन रय चकरवरत स सबआई पचव दन गरव आरय स ईड दसर दन पछतछ जर रखग मडयकरमय क खलफ अभनतर न दरज करवई शकयत
885,"भरषटचर क नम पर जतन वल कजरदन 1 ईट नह हल पय
दसर तरफ यग ज रज भरषटचरय क बलडग  गर रह ह
सरवपरय_यगज 
",hate,भरषटचर क नम जतन वल कजरदन ईट नह हल पय दसर तरफ यग ज रज भरषटचरय क बलडग गर रह ह सरवपरययगज
886,"airindiain  क वमन सखय AXB1344 करल क कझकड म लडग क दरन दरघटनगरसतजहज हवईपटट क पर करत हआ दवर स ज टकरय और द हसस म टट गय91 यतर घयल 13 लग क मतयजहज क पयलट दपक वसत क मतय
बरश क करण जहज हवई पटट पर फसल गय",non-hostile,क वमन सखय करल क कझकड म लडग क दरन दरघटनगरसतजहज हवईपटट क करत हआ दवर स ज टकरय द हसस म टट गय यतर घयल लग क मतयजहज क पयलट दपक वसत क मतय बरश क करण जहज हवई पटट फसल गय
887,सजय_सह_गड_ह कमन ह सअर क औलद हरम,offensive,सजयसहगडह कमन ह सअर क औलद हरम
888,"एकटर और कमडयन   इन दन अपन नए श gangsoffilmistaan क लकर चरच म ह

",non-hostile,एकटर कमडयन इन दन अपन नए श क लकर चरच म ह
889, कमन कतत सजय,offensive,कमन कतत सजय
890,"डआरडओ क बड कमयब अब मसइल म य बड बदलव कर सकग भरत
DRDO   
",non-hostile,डआरडओ क बड कमयब अब मसइल म य बड बदलव सकग भरत
891,"म भरत क परधनत क बडय स सवततर करन हत नरणयक यदध भरत छड आदलन एव सहसपरण गरवशल ककर कड क वरषगठ समसत भरतय क लए पनत दवस ह

सवततरत क यजञ म सममलत सभ हततमओ क कटकट नमन

जय हद",non-hostile,म भरत क परधनत क बडय स सवततर करन हत नरणयक यदध भरत छड आदलन एव सहसपरण गरवशल ककर कड क वरषगठ समसत भरतय क लए पनत दवस ह सवततरत क यजञ म सममलत सभ हततमओ क कटकट नमन जय हद
892,Bulandshahr सडक हदस म पत क मत पतर गभर रप स हआ घयल बस सटड पर बस क इतजर कर रह थ पतपतर पलस न बइक सवर क कय गरफतर खनपर क इलन म बस सटड क ममल   IamSoMiddleClass UttarPradesh policemedianews,non-hostile,सडक हदस म पत क मत पतर गभर रप स हआ घयल बस सटड बस क इतजर रह थ पतपतर पलस न बइक सवर क कय गरफतर खनपर क इलन म बस सटड क ममल
893,"यह करण ह क हम सएए क आवशयकत ह अधनयम रषटरय लभ क लए आय थ जबक दशदरहय न इस सपरदयक बन दय थ परदरशनकरय क शरम आन चहए

",fake,करण ह क हम सएए क आवशयकत ह अधनयम रषटरय लभ क लए आय थ जबक दशदरहय न सपरदयक बन दय थ परदरशनकरय क शरम आन चहए
894,  बएसएनल क 4ज कय य नह जओ एयरटल क लभ पहचन क लए खलआम लट क खल ह रह ह म परइवट नटवरक क पमट  करत ह आतम दख ह जत ह म यह जनत हए पमट करत ह पस करपशन क भट चढ रह ह सरकर नटवरक क पमट करत पस वपस अपन पस आत,defamation,बएसएनल क ज कय य नह जओ एयरटल क लभ पहचन क लए खलआम लट क खल ह रह ह म परइवट नटवरक क पमट करत ह आतम दख ह जत ह म जनत हए पमट करत ह पस करपशन क भट चढ रह ह सरकर नटवरक क पमट करत पस वपस अपन पस आत
895,"आपरत शरखलओ क मजबत पर ऑसटरलयभरतजपन क आरथक मतरय क सयकत वकतवय

ववरण ",non-hostile,आपरत शरखलओ क मजबत ऑसटरलयभरतजपन क आरथक मतरय क सयकत वकतवय ववरण
896,उपरषटरपत शर एम वकय नयड न भतपरव रषटरपत सवरगय शर परणब मखरज क नवस सथन पर ज कर उनक शरदधजल अरपत क ,non-hostile,उपरषटरपत शर एम वकय नयड न भतपरव रषटरपत सवरगय शर परणब मखरज क नवस सथन ज उनक शरदधजल अरपत क
897,"कह ज रह ह क रव म मदर क पजर क शयन आरत करत समय पलस न पट तथ पज क समन बखर दययह क एस प आबद खन हदष पलस वल क ततकल दणडत कय जए
मधयपरदश रव क मनदर म अकल पज कर रह पजर क बरहम स मर

पर स फक दय गय जल और बट स कचल पज सथल 

चखत रह पजर म क नवरतर क अतम दन ह दपक जलन आय ह सहब

आबद_खन ह रव पलस क SP

 ",fake,कह ज रह ह क रव म मदर क पजर क शयन आरत करत समय पलस न पट तथ पज क समन बखर दययह क एस प आबद खन हदष पलस वल क ततकल दणडत कय जए मधयपरदश रव क मनदर म अकल पज रह पजर क बरहम स मर स फक दय गय जल बट स कचल पज सथल चखत रह पजर म क नवरतर क अतम दन ह दपक जलन आय ह सहब आबदखन ह रव पलस क
898,"रषटरय सयजक  ज क आवहन पर मधयपरदश क नरसहपर व मरन म AAP करयकरतओ दवर लगतर ऑकसजन जच अभयन चलय ज रह ह
    ",non-hostile,रषटरय सयजक ज क आवहन मधयपरदश क नरसहपर व मरन म करयकरतओ दवर लगतर ऑकसजन जच अभयन चलय ज रह ह
899,"हरदक पटल क थपपड़ मरन वल शख़स कगरस परट स ह ह
च_थपपड त दसर स मरव लत 


",fake,हरदक पटल क थपपड़ मरन वल शख़स कगरस परट स ह ह चथपपड त दसर स मरव लत
900,"दद बड बज नशड ह मगर दद क नशड वल पसद नह ह दद क लडई भ करन ह दद क सपरट भ चहय दद थलन ह मगर दद क सकयरट भ चहय 

एस कस चलग दद ","defamation,offensive",दद बड बज नशड ह मगर दद क नशड वल पसद नह ह दद क लडई भ करन ह दद क सपरट भ चहय दद थलन ह मगर दद क सकयरट भ चहय एस कस चलग दद
901, बचपन म तथकथत चय बच दश बचन लग ह बच न कछ महन पहल नल म स गस नकलकर चय बनन क आईडय द  कह इतन लब चड  हद लख रह ह सपल स टकनलज इसतमल कजए नल स गस नकलए,"defamation,offensive",बचपन म तथकथत चय बच दश बचन लग ह बच न कछ महन पहल नल म स गस नकलकर चय बनन क आईडय द कह इतन लब चड हद लख रह ह सपल स टकनलज इसतमल कजए नल स गस नकलए
902,"नकमम  वल

नसरददन शह क तबयत बगडन पर तर जस बकउ आतकवद चनल ह दख हग 

72हर क पस जन क समय आ गय ह","hate,offensive",नकमम वल नसरददन शह क तबयत बगडन तर जस बकउ आतकवद चनल ह दख हग हर क पस जन क समय आ गय ह
903,"परशत भषण मफ नह मग हम सब गरव करत ह  आरएसएस भजप गरव करत ह मफ मगन पर 
",non-hostile,परशत भषण मफ नह मग हम सब गरव करत ह आरएसएस भजप गरव करत ह मफ मगन
904,"य त सल नत कम और छकक जयद लगत ह

सजय_सह_गड_ह ",hate,य त सल नत कम छकक जयद लगत ह सजयसहगडह
